Address,subdiv.x,treat,eoc_diff,sold,fname,htype,hstatus,harea,lp,address,taxloc,city,county,high,total_hla,unheated_sqft,add_sqft,beds,baths,main_hla,main_un,upper_hla,upper_un,lower_hla,lower_un,bsmt_hla,bsmt_un,third_hla,third_un,new_construct,year_built,elem,middle,high__1,dimension,acres,tax_value,zoning,htype__1,style,exterior,parking,driveway,fireplace,fireplace_loc,floor,windows,water,hvac,heater,sp,sold__1,sold2,sold3,subdiv
2300ROSWELLAVE#1,NA,1,32.3,2007-06-28T00:00:00Z,listings_data/665010.html,Condo/Townhouse,Sold,41395,2.34E+05,2300 Roswell AVE #1,Charlotte,"Charlotte,NC28207",Mecklenburg,Myers Park,1025,200,NA,2,41275,1025,200,0,0,0,0,0,0,0,0,No,1925,Selwyn,Alexander Graham,Myers Park,NA,0,127700,R300,Mid-Rise,Traditional,Brick Veneer Full,"1 Car Carport, Street / Lot",Asphalt,Yes,Living Room,"Ceramic Tile, Wood",NA,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,2.29E+05,2007-06-28T00:00:00Z,6282007,2013-06-07T00:00:00Z,Myers Park
2300ROSWELLAVE1,Myers Park,1,32.3,2001-08-24T00:00:00Z,listings_data/118673.html,Condo/Townhouse,Sold,41395,149900,2300 ROSWELL AVE 1,Charlotte,"CHARLOTTE,28207-",Mecklenburg,Myers Park,1030,0,NA,2,41275,1030,0,0,0,0,0,0,0,NA,NA,No,1925,Dilworth,Sedgefield,Myers Park,NA,0,94230,R22,Mid-Rise,Traditional,Brick Veneer Full,1 Car Carport,NA,Yes,Living Room,"Wood, Vinyl / Linoleum",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Gas,149900,2001-08-24T00:00:00Z,8242001,2013-08-01T00:00:00Z,NA
2300ROSWELLAVE1,NA,1,32.3,2006-09-22T00:00:00Z,listings_data/611799.html,Condo/Townhouse,Sold,41395,219900,2300 Roswell AVE 1,Charlotte,"CHARLOTTE,NC28207",MECKLENBURG,NA,1025,0,0,2,41275,1025,0,0,0,0,0,0,0,NA,NA,No,1925,NA,NA,NA,NA,0,127700,R300,Mid-Rise,Traditional,Brick Veneer Full,"1 Car Carport, Street / Lot",Asphalt,Yes,Living Room,"Ceramic Tile, Wood",NA,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,2.15E+05,2006-09-22T00:00:00Z,9222006,2013-09-06T00:00:00Z,Myers Park
232QUEENSRD39,NA,1,32.3,2004-06-25T00:00:00Z,listings_data/430696.html,Condo/Townhouse,Sold,41395,164900,232 Queens RD 39,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,1047,0,NA,2,41306,1047,0,0,0,0,0,0,0,NA,NA,No,1983,Eastover,Alexander Graham,Myers Park,NA,0,152700,R300,Mid-Rise,Traditional,Wood,"1 Parking Space, Street / Lot",NA,Yes,Living Room,"Ceramic Tile, Parquet, Vinyl / Linoleum",NA,"City Sewer, City Water",Heat Pump - AC,Electric,1.59E+05,2004-06-25T00:00:00Z,6252004,2013-06-04T00:00:00Z,unknown
232QUEENSRD39,NA,1,32.3,2007-05-18T00:00:00Z,listings_data/655470.html,Condo/Townhouse,Sold,41395,2.07E+05,232 Queens RD 39,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,1047,100,NA,2,41306,1047,100,0,0,0,0,0,0,0,0,No,1983,Eastover,Alexander Graham,Myers Park,NA,0,152700,R43mf,Mid-Rise,Traditional,Wood,1 Parking Space,Asphalt,Yes,Living Room,Parquet,Insulated Windows,"City Sewer, City Water","Central Air, Heat Pump - Heat",Electric,2.05E+05,2007-05-18T00:00:00Z,5182007,2013-05-07T00:00:00Z,Myers Park
232QUEENSRD40,NA,1,32.3,2003-11-24T00:00:00Z,listings_data/410935.html,Condo/Townhouse,Sold,41395,161500,232 Queens RD 40,Charlotte,"Charlotte,NC28204-3218",Mecklenburg,Myers Park,1050,150,NA,2,41306,1050,0,0,0,0,0,0,0,NA,NA,No,1983,Eastover,Alexander Graham,Myers Park,NA,0,146800,R43mf,Mid-Rise,Traditional,Wood,"1 Parking Space, Street / Lot",NA,Yes,Living Room,"Ceramic Tile, Vinyl / Linoleum, Wall-to wall Carpet, Wood",NA,"City Sewer, City Water","Central Air, Electric Hot Air",Electric,1.61E+05,2003-11-24T00:00:00Z,11242003,2013-11-03T00:00:00Z,NA
232QUEENSRD40,NA,1,32.3,2007-09-26T00:00:00Z,listings_data/695019.html,Condo/Townhouse,Sold,41395,2.25E+05,232 Queens RD 40,Mecklenburg,"Charlotte,NC28204",Mecklenburg,Myers Park,1031,0,0,2,41306,1031,0,0,0,0,0,0,0,0,0,No,1983,Eastover,Alexander Graham,Myers Park,NA,0,146800,R43mf,Mid-Rise,Traditional,Cedar Shake,1 Parking Space,Asphalt,Yes,Den,"Ceramic Tile, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Central Air, Heat Pump - Heat",Electric,2.25E+05,2007-09-26T00:00:00Z,9262007,2013-09-07T00:00:00Z,Myers Park
232QUEENSRD46,Myers Park,1,32.3,2001-06-28T00:00:00Z,listings_data/107447.html,Condo/Townhouse,Sold,41395,134950,232 QUEENS RD 46,Charlotte,"CHARLOTTE,28204-",Mecklenburg,Unknown,866,32,80,2,41275,866,32,0,0,0,0,0,0,NA,NA,No,1983,Unknown,Unknown,Unknown,NA,0,0,R43MF,Garden,Transitional,Cedar Shake,1 Parking Space,NA,Yes,Living Room,"Ceramic Tile, Parquet, Wall-to wall Carpet",NA,"City Water, City Sewer","Central Air, Heat Pump - AC",Electric,1.30E+05,2001-06-28T00:00:00Z,6282001,2013-06-01T00:00:00Z,NA
232QUEENSRD46,NA,1,32.3,2009-04-30T00:00:00Z,listings_data/797654.html,Condo/Townhouse,Sold,41395,159900,232 Queens RD 46,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,836,8,214,2,41275,836,8,0,0,0,0,0,0,0,0,No,1983,Eastover,Alexander Graham,Myers Park,NA,0,130100,R43mf,Mid-Rise,NA,Wood,"1 Parking Space, Street / Lot",Asphalt,Yes,Living Room,"Parquet, Vinyl / Linoleum, Wall-to wall Carpet",NA,"City Sewer, City Water","Central Air, Electric Hot Air",Electric,156900,2009-04-30T00:00:00Z,4302009,2013-04-09T00:00:00Z,Myers Park
2341SELWYNAVEC,Myers Park,1,32.3,2002-01-31T00:00:00Z,listings_data/124325.html,Condo/Townhouse,Sold,41395,1.35E+05,2341 SELWYN AVE C,Charlotte,"CHARLOTTE,28207",Mecklenburg,Myers Park,986,91,NA,2,41275,493,91,493,0,0,0,0,0,NA,NA,No,1950,Dilworth,Sedgefield,Myers Park,NA,0,85710,R22MF,2 Story,Traditional,Brick Veneer Full,1 Parking Space,NA,Yes,Living Room,"Wood, Ceramic Tile",Storm Door(s),"City Water, City Sewer","Window Unit, Gas Floor Furnace",Electric,133500,2002-01-31T00:00:00Z,1312002,2013-01-02T00:00:00Z,NA
2341SELWYNAVEC,NA,1,32.3,2006-09-29T00:00:00Z,listings_data/621687.html,Condo/Townhouse,Sold,41395,1.75E+05,2341 Selwyn AVE c,Charlotte,"Charlotte,NC28207",Mecklenburg,NA,986,0,0,2,41275,493,0,493,0,0,0,0,0,NA,NA,No,1950,NA,NA,NA,NA,0,88200,R300,2 Story,NA,Brick Veneer Full,1 Parking Space,Asphalt,Yes,Living Room,"Ceramic Tile, Wood",NA,"City Sewer, City Water","Radiant Heat, Window Unit",Gas,1.75E+05,2006-09-29T00:00:00Z,9292006,2013-09-06T00:00:00Z,Myers Park
2719SELWYNAVE#14,NA,1,32.3,2005-02-25T00:00:00Z,listings_data/487798.html,Condo/Townhouse,Sold,41395,1.89E+05,2719 Selwyn AVE # 14,Charlotte,"Charlotte,NC28209",Mecklenburg,Myers Park,1257,0,0,3,41306,1257,0,0,0,0,0,0,0,NA,NA,No,1984,Selwyn,Alexander Graham,Myers Park,NA,0,176100,R300,Mid-Rise,Traditional,"Brick Veneer Partial, Hardboard Siding",2 Parking Spaces,Asphalt,Yes,Living Room,"Ceramic Tile, Parquet, Vinyl / Linoleum, Wall-to wall Carpet",NA,"City Sewer, City Water","Heat Pump - AC, Heat Pump - Heat",Electric,1.80E+05,2005-02-25T00:00:00Z,2252005,2013-02-05T00:00:00Z,NA
2719SELWYNAVE#14,NA,1,32.3,2003-09-30T00:00:00Z,listings_data/193854.html,Condo/Townhouse,Sold,41395,1.69E+05,2719 SELWYN AVE #14,Charlotte,"CHARLOTTE,28209-",Mecklenburg,Myers Park,1257,0,NA,3,41306,0,0,0,0,0,0,0,0,NA,NA,No,1987,Selwyn,Alexander Graham,Myers Park,NA,0,131890,R22MF,Mid-Rise,Transitional,"Brick Veneer Partial, Hardboard Siding",2 Parking Spaces,NA,Yes,Living Room,"Ceramic Tile, Parquet, Wall-to wall Carpet",NA,"City Water, City Sewer",Heat Pump - AC,Electric,166250,2003-09-30T00:00:00Z,9302003,2013-09-03T00:00:00Z,NA
2719SELWYNAVE#30,NA,1,32.3,1997-08-21T00:00:00Z,listings_data/366836.html,Condo/Townhouse,Sold,41395,124900,2719 SELWYN AVE # 30,Charlotte,",28209",NA,Myers Park,1048,NA,NA,2,41306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1986,Selwyn,Alexander Graham,Myers Park,NA,0,98520,R22MF,High-Rise,Transitional,Wood,2 Parking Spaces,Asphalt,Yes,Living Room,"Ceramic Tile, Parquet, Wall-to wall Carpet",Insulated Windows,"City Water, City Sewer","Heat Pump - AC, 2907",Electric,131563,1997-08-21T00:00:00Z,8211997,1997-08-01T00:00:00Z,NA
2719SELWYNAVE#30,NA,1,32.3,2004-08-31T00:00:00Z,listings_data/446345.html,Condo/Townhouse,Sold,41395,149900,2719 SELWYN AVE #30,Charlotte,"CHARLOTTE,NC28209",Mecklenburg,Myers Park,1048,0,0,2,41306,1048,0,0,0,0,0,0,0,NA,NA,No,1986,Selwyn,Alexander Graham,Myers Park,NA,0,159800,R22MF,Mid-Rise,Transitional,"Brick Veneer Partial, Hardboard Siding, Wood",Street / Lot,NA,Yes,Living Room,"Ceramic Tile, Parquet, Wall-to wall Carpet",NA,"City Sewer, City Water",Heat Pump - AC,Electric,151400,2004-08-31T00:00:00Z,8312004,2013-08-04T00:00:00Z,NA
2719SELWYNAVE#8,NA,1,32.3,2004-03-19T00:00:00Z,listings_data/424171.html,Condo/Townhouse,Sold,41395,1.60E+05,2719 Selwyn AVE # 8,Charlotte,"Charlotte,NC28209",Mecklenburg,NA,1035,0,NA,2,41306,1035,0,0,0,0,0,0,0,NA,NA,No,1987,NA,NA,NA,NA,0,117070,R22MF,3 Story,Traditional,"Brick Veneer Partial, Hardboard Siding",2 Parking Spaces,Asphalt,Yes,Living Room,"Ceramic Tile, Prefinished Wood, Wall-to wall Carpet",NA,"City Sewer, City Water",Heat Pump - AC,Electric,1.50E+05,2004-03-19T00:00:00Z,3192004,2013-03-04T00:00:00Z,Myers Park
2719SELWYNAVE#8,NA,1,32.3,2004-08-02T00:00:00Z,listings_data/458717.html,Condo/Townhouse,Sold,41395,1.90E+05,2719 Selwyn AVE # 8,Charlotte,"Charlotte,NC28209",Mecklenburg,Myers Park,1035,0,0,2,41306,1035,0,0,0,0,0,0,0,NA,NA,No,1984,Selwyn,Alexander Graham,Myers Park,NA,0,159800,R300,3 Story,Traditional,"Brick Veneer Partial, Hardboard Siding",2 Parking Spaces,Asphalt,Yes,Living Room,"Ceramic Tile, Other, Wall-to wall Carpet",NA,"City Sewer, City Water","Central Air, Heat Pump - Heat",Electric,1.76E+05,2004-08-02T00:00:00Z,8022004,2013-08-04T00:00:00Z,Myers Park
2719SELWYNAVE12,Myers Park,1,32.3,2001-05-04T00:00:00Z,listings_data/101361.html,Condo/Townhouse,Sold,41395,179900,2719 SELWYN AVE 12,Charlotte,"CHARLOTTE,28209-",Mecklenburg,Myers Park,1248,0,NA,3,41306,1248,0,0,0,0,0,0,0,NA,NA,No,1984,Selwyn,Alexander Graham,Myers Park,NA,0,131140,R22MF,"Mid-Rise, Garden",Traditional,"Brick Veneer Partial, Wood",1 Parking Space,NA,Yes,Living Room,"Ceramic Tile, Parquet, Wall-to wall Carpet, Vinyl / Linoleum",NA,"City Water, City Sewer",Heat Pump - AC,Electric,1.75E+05,2001-05-04T00:00:00Z,5042001,2013-05-01T00:00:00Z,NA
2719SELWYNAVE12,NA,1,32.3,2004-11-05T00:00:00Z,listings_data/466920.html,Condo/Townhouse,Sold,41395,189900,2719 Selwyn AVE 12,Mecklenbrg,"Charlotte,NC28209",Mecklenburg,NA,1248,0,0,3,41306,1248,0,0,0,0,0,0,0,NA,NA,No,1984,NA,NA,NA,NA,0,175400,R22MF,Mid-Rise,Transitional,"Brick Veneer Partial, Hardboard Siding",2 Parking Spaces,Asphalt,Yes,Living Room,"Ceramic Tile, Wall-to wall Carpet, Wood",NA,"City Sewer, City Water","Heat Pump - AC, Heat Pump - Heat",Electric,1.75E+05,2004-11-05T00:00:00Z,11052004,2013-11-04T00:00:00Z,Myers Park
2719SELWYNAVE28,Myers Park,1,32.3,2003-03-28T00:00:00Z,listings_data/207760.html,Condo/Townhouse,Sold,41395,145900,2719 SELWYN AVE 28,Charlotte,"CHARLOTTE,28209-",Mecklenburg,Unknown,1048,0,NA,2,41306,1048,0,0,0,0,0,0,0,NA,NA,No,1986,Unknown,Unknown,Unknown,NA,0,119270,R22MF,Mid-Rise,Transitional,Wood,NA,Asphalt,Yes,Living Room,"Wall-to wall Carpet, Vinyl / Linoleum",NA,"City Water, City Sewer",Heat Pump - AC,Electric,142500,2003-03-28T00:00:00Z,3282003,2013-03-03T00:00:00Z,NA
2719SELWYNAVE28,NA,1,32.3,2007-05-25T00:00:00Z,listings_data/666037.html,Condo/Townhouse,Sold,41395,2.12E+05,2719 Selwyn AVE 28,Charlotte,"Charlotte,NC28209",Mecklenburg,NA,1048,100,NA,2,41306,1048,110,0,0,0,0,0,0,0,0,No,1986,NA,NA,NA,NA,0,159800,R22 MF,Garden,NA,Hardboard Siding,2 Parking Spaces,NA,Yes,Den,Wood,NA,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,2.12E+05,2007-05-25T00:00:00Z,5252007,2013-05-07T00:00:00Z,Myers Park
2719SELWYNAVE36,None,1,32.3,2002-03-27T00:00:00Z,listings_data/149861.html,Condo/Townhouse,Sold,41395,1.65E+05,2719 SELWYN AVE 36,Charlotte,"CHARLOTTE,28209-",Mecklenburg,Myers Park,1057,0,NA,2,41306,1057,0,0,0,0,0,0,0,NA,NA,No,1986,Selwyn,Alexander Graham,Myers Park,NA,0,119270,R22MF,"Mid-Rise, Garden",Transitional,"Wood, Hardboard Siding",2 Parking Spaces,NA,Yes,Living Room,"Ceramic Tile, Parquet, Wall-to wall Carpet, Vinyl / Linoleum",Insulated Windows,"City Water, City Sewer","Central Air, Heat Pump - AC",Electric,1.64E+05,2002-03-27T00:00:00Z,3272002,2013-03-02T00:00:00Z,NA
2719SELWYNAVE36,NA,1,32.3,2008-06-27T00:00:00Z,listings_data/751441.html,Condo/Townhouse,Sold,41395,2.15E+05,2719 Selwyn AVE 36,Charlotte,"Charlotte,NC28209",Mecklenburg,Myers Park,1029,110,NA,2,41306,1029,0,0,0,0,0,0,0,0,0,No,1986,Selwyn,Alexander Graham,Myers Park,NA,0,159800,R22mf,2 Story,Transitional,"Hardboard Siding, Wood",2 Parking Spaces,Concrete,Yes,Living Room,"Ceramic Tile, Parquet, Vinyl / Linoleum, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Heat Pump - AC, Heat Pump - Heat",Electric,1.96E+05,2008-06-27T00:00:00Z,6272008,2013-06-08T00:00:00Z,None
2719SELWYNAVE41,NA,1,32.3,2004-05-04T00:00:00Z,listings_data/420898.html,Condo/Townhouse,Sold,41395,163900,2719 Selwyn AVE 41,Charlotte,"Charlotte,NC28209-1758",Mecklenburg,Myers Park,1048,0,0,2,41306,1048,0,0,0,0,0,0,0,NA,NA,No,1986,Selwyn,Alexander Graham,Myers Park,NA,0,159800,0,Mid-Rise,Traditional,Wood,2 Parking Spaces,None,Yes,Living Room,"Ceramic Tile, Wall-to wall Carpet, Wood",NA,"City Sewer, City Water","Central Air, Electric Hot Air",Electric,1.59E+05,2004-05-04T00:00:00Z,5042004,2013-05-04T00:00:00Z,Myers Park
2719SELWYNAVE41,NA,1,32.3,2006-05-26T00:00:00Z,listings_data/588858.html,Condo/Townhouse,Sold,41395,1.85E+05,2719 Selwyn AVE 41,Charlotte,"Charlotte,NC28209",Mecklenburg,Myers Park,1048,0,0,2,41306,1048,0,0,0,0,0,0,0,NA,NA,No,1986,Selwyn,Alexander Graham,Myers Park,NA,0,159800,R22mf,Mid-Rise,Transitional,Other,2 Parking Spaces,Asphalt,Yes,Great Room,NA,NA,"City Sewer, City Water","Heat Pump - AC, Heat Pump - Heat",Electric,1.87E+05,2006-05-26T00:00:00Z,5262006,2013-05-06T00:00:00Z,Oakmore
2719SELWYNAVE46,NA,1,32.3,2004-02-16T00:00:00Z,listings_data/418943.html,Condo/Townhouse,Sold,41395,1.62E+05,2719 SELWYN AVE 46,Charlotte,"Charlotte,NC28209",Mecklenburg,NA,1062,0,0,2,41306,1062,0,0,0,0,0,0,0,NA,NA,No,1986,NA,NA,NA,NA,0,160900,R300,Garden,Transitional,"Brick Veneer Partial, Hardboard Siding",2 Parking Spaces,Asphalt,Yes,Living Room,"Ceramic Tile, Parquet, Wall-to wall Carpet",NA,"City Sewer, City Water","Central Air, Heat Pump - AC",Electric,1.56E+05,2004-02-16T00:00:00Z,2162004,2013-02-04T00:00:00Z,NA
2719SELWYNAVE46,NA,1,32.3,2006-10-05T00:00:00Z,listings_data/618760.html,Condo/Townhouse,Sold,41395,2.00E+05,2719 Selwyn AVE 46,Charlotte,"charlotte,NC28209",Mecklenburg,NA,1071,196,NA,2,41306,1071,196,0,0,0,0,0,0,NA,NA,No,1986,NA,NA,NA,NA,0,160900,mf,Patio,NA,Brick Veneer Full,Street / Lot,Asphalt,Yes,Living Room,Wood,NA,"City Sewer, City Water",Central Air,Electric,2.00E+05,2006-10-05T00:00:00Z,10052006,2013-10-06T00:00:00Z,Myers Park
2719SELWYNAVE7,Myers Park,1,32.3,2002-01-25T00:00:00Z,listings_data/137136.html,Condo/Townhouse,Sold,41395,1.62E+05,2719 SELWYN AVE 7,Charlotte,"CHARLOTTE,28209-",Mecklenburg,Myers Park,1037,0,NA,2,41306,1037,0,0,0,0,0,0,0,NA,NA,No,1986,Selwyn,Alexander Graham,Myers Park,NA,0,117070,R22MF,Garden,Transitional,Hardboard Siding,1 Parking Space,NA,Yes,Den,"Parquet, Wall-to wall Carpet",NA,"City Water, City Sewer","Central Air, Heat Pump - AC",Electric,161500,2002-01-25T00:00:00Z,1252002,2013-01-02T00:00:00Z,NA
2719SELWYNAVE7,NA,1,32.3,2005-07-07T00:00:00Z,listings_data/519915.html,Condo/Townhouse,Sold,41395,178500,2719 Selwyn AVE 7,Mecklenburg,"Charlotte,NC28209",Mecklenburg,Myers Park,1037,0,210,2,41306,1037,0,0,0,0,0,0,0,NA,NA,No,1984,Selwyn,Alexander Graham,Myers Park,NA,0,159800,R300,Garden,NA,"Brick Veneer Partial, Wood",2 Parking Spaces,Asphalt,Yes,Living Room,"Ceramic Tile, Parquet, Wall-to wall Carpet","Screen Door(s), Storm Door(s)","City Sewer, City Water","Heat Pump - AC, Heat Pump - Heat",Electric,178500,2005-07-07T00:00:00Z,7072005,2013-07-05T00:00:00Z,Myers Park
308QUEENS,NA,1,32.3,1998-01-28T00:00:00Z,listings_data/360723.html,Condo/Townhouse,Sold,41395,107900,308 QUEENS,Charlotte,",28204",NA,NA,880,NA,NA,2,41275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1983,NA,NA,NA,NA,0,67990,R43MF,Garden,Traditional,Wood,1 Parking Space,NA,Yes,Living Room,"Ceramic Tile, Wall-to wall Carpet, Vinyl / Linoleum",NA,"City Water, City Sewer","Heat Pump - AC, 2907",Electric,107900,1998-01-28T00:00:00Z,1281998,1998-01-01T00:00:00Z,NA
308QUEENS,NA,1,32.3,1998-07-15T00:00:00Z,listings_data/376976.html,Condo/Townhouse,Sold,41395,109900,308 QUEENS,Charlotte,",28207",NA,West Charlotte,896,NA,NA,2,41275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1983,Eastover,Alexander Graham,West Charlotte,NA,0,68790,R43MF,Mid-Rise,Traditional,Wood,1 Parking Space,Asphalt,Yes,Living Room,"Parquet, Wall-to wall Carpet",NA,"City Water, City Sewer","Heat Pump - AC, 2907",Electric,1.09E+05,1998-07-15T00:00:00Z,7151998,1998-07-01T00:00:00Z,NA
308QUEENSRD16,Myers Park,1,32.3,2002-01-07T00:00:00Z,listings_data/123930.html,Condo/Townhouse,Sold,41395,147900,308 QUEENS RD 16,Charlotte,"CHARLOTTE,28204-",Mecklenburg,Unknown,1035,143,NA,2,41306,1035,143,0,0,0,0,0,0,NA,NA,No,1983,Unknown,Unknown,Unknown,NA,0,106250,R43MF,Mid-Rise,Transitional,Cedar Shake,1 Parking Space,NA,Yes,Other,Wall-to wall Carpet,NA,"City Water, City Sewer","Central Air, Heat Pump - AC",Electric,1.40E+05,2002-01-07T00:00:00Z,1072002,2013-01-02T00:00:00Z,NA
308QUEENSRD16,NA,1,32.3,2007-04-26T00:00:00Z,listings_data/661510.html,Condo/Townhouse,Sold,41395,209900,308 Queens RD 16,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,1035,0,250,2,41306,1035,0,0,0,0,0,0,0,0,0,No,1983,Eastover,Alexander Graham,Myers Park,NA,0,147800,R43mf,Garden,Traditional,"Cedar Shake, Hard Stucco, Wood","1 Parking Space, Street / Lot",Asphalt,Yes,Great Room,"Ceramic Tile, Marble, Prefinished Wood, Wall-to wall Carpet",Insulated Windows,"City Water, Community Sewer, Community Well","Central Air, Heat Pump - Heat",Electric,205600,2007-04-26T00:00:00Z,4262007,2013-04-07T00:00:00Z,Myers Park
308QUEENSRD17,NA,1,32.3,2004-05-21T00:00:00Z,listings_data/435814.html,Condo/Townhouse,Sold,41395,167500,308 Queens RD 17,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,1051,0,NA,2,41306,1051,0,0,0,0,0,0,0,NA,NA,No,1983,Eastover,Alexander Graham,Myers Park,NA,0,153800,R300,Mid-Rise,NA,Wood,1 Parking Space,Asphalt,Yes,Great Room,"Ceramic Tile, Wall-to wall Carpet, Wood",NA,"City Sewer, City Water",Central Air,Electric,1.66E+05,2004-05-21T00:00:00Z,5212004,2013-05-04T00:00:00Z,NA
308QUEENSRD17,NA,1,32.3,2007-07-26T00:00:00Z,listings_data/687263.html,Condo/Townhouse,Sold,41395,219900,308 Queens RD 17,Charlotte,"Charlotte,NC28204",Mecklenburg,NA,1050,140,NA,2,41306,1040,165,0,0,0,0,0,0,0,0,No,1983,NA,NA,NA,NA,0,153800,R43mf,3 Story,NA,Wood,1 Parking Space,Asphalt,Yes,Living Room,"Ceramic Tile, Wall-to wall Carpet, Wood",Insulated Windows,"City Sewer, City Water",Central Air,Electric,2.17E+05,2007-07-26T00:00:00Z,7262007,2013-07-07T00:00:00Z,Queens Station
308QUEENSRD21,None,1,32.3,2001-08-31T00:00:00Z,listings_data/115309.html,Condo/Townhouse,Sold,41395,139500,308 QUEENS RD 21,Charlotte,"CHARLOTTE,28204-",Mecklenburg,West Charlotte,940,0,96,2,41275,940,0,0,0,0,0,0,0,NA,NA,No,1983,Eastover,Alexander Graham,West Charlotte,NA,0,98080,R43MF,Mid-Rise,Transitional,"Wood, Hard Stucco","Street / Lot, 1 Parking Space",NA,Yes,Living Room,"Ceramic Tile, Parquet, Wall-to wall Carpet",Insulated Windows,"City Water, City Sewer","Central Air, Heat Pump - AC",Electric,132500,2001-08-31T00:00:00Z,8312001,2013-08-01T00:00:00Z,NA
308QUEENSRD21,NA,1,32.3,2004-09-14T00:00:00Z,listings_data/464336.html,Condo/Townhouse,Sold,41395,154900,308 Queens RD 21,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,912,116,NA,2,41275,912,116,0,0,0,0,0,0,NA,NA,No,1983,Eastover,Alexander Graham,Myers Park,NA,0,132300,R43MF,Mid-Rise,Traditional,"Cedar Shake, Hard Stucco",1 Parking Space,Asphalt,Yes,Great Room,"Ceramic Tile, Wall-to wall Carpet","Insulated Windows, Storm Door(s)","City Sewer, City Water","Central Air, Heat Pump - Heat",Electric,1.47E+05,2004-09-14T00:00:00Z,9142004,2013-09-04T00:00:00Z,None
308QUEENSRD29,NA,1,32.3,2002-06-14T00:00:00Z,listings_data/162044.html,Condo/Townhouse,Sold,41395,149900,308 QUEENS RD 29,Charlotte,"CHARLOTTE,28204-",Mecklenburg,West Charlotte,1050,154,NA,2,41306,1050,154,0,0,0,0,0,0,NA,NA,No,1983,Eastover,Alexander,West Charlotte,NA,0,107050,MULTI,Mid-Rise,Transitional,Cedar Shake,2 Parking Spaces,NA,No,NA,"Wood, Wall-to wall Carpet",Insulated Windows,"City Water, City Sewer","Central Air, Heat Pump - AC",Electric,149900,2002-06-14T00:00:00Z,6142002,2013-06-02T00:00:00Z,NA
308QUEENSRD29,Queens Station,1,32.3,2002-06-14T00:00:00Z,listings_data/162044.html,Condo/Townhouse,Sold,41395,149900,308 QUEENS RD 29,Charlotte,"CHARLOTTE,28204-",Mecklenburg,West Charlotte,1050,154,NA,2,41306,1050,154,0,0,0,0,0,0,NA,NA,No,1983,Eastover,Alexander,West Charlotte,NA,0,107050,MULTI,Mid-Rise,Transitional,Cedar Shake,2 Parking Spaces,NA,No,NA,"Wood, Wall-to wall Carpet",Insulated Windows,"City Water, City Sewer","Central Air, Heat Pump - AC",Electric,149900,2002-06-14T00:00:00Z,6142002,2013-06-02T00:00:00Z,NA
308QUEENSRD29,NA,1,32.3,2003-10-30T00:00:00Z,listings_data/220536.html,Condo/Townhouse,Sold,41395,157900,308 QUEENS RD 29,Charlotte,"CHARLOTTE,28204-",Mecklenburg,Unknown,1050,154,NA,2,41306,1050,0,0,0,0,0,0,0,NA,NA,No,1983,Unknown,Unknown,Unknown,NA,0,154100,MULTI,Mid-Rise,Traditional,Cedar Shake,2 Parking Spaces,NA,Yes,Living Room,"Ceramic Tile, Parquet, Wall-to wall Carpet",NA,"City Water, City Sewer","Central Air, Heat Pump - AC",Electric,154250,2003-10-30T00:00:00Z,10302003,2013-10-03T00:00:00Z,NA
308QUEENSRD29,NA,1,32.3,2007-07-09T00:00:00Z,listings_data/684037.html,Condo/Townhouse,Sold,41395,214900,308 Queens RD 29,Mecklenburg,"Charlotte,NC28204",Mecklenburg,NA,1047,152,NA,2,41306,1047,152,0,0,0,0,0,0,0,0,No,1983,NA,NA,NA,NA,0,154100,R43mf,Garden,Traditional,Cedar Shake,"1 Parking Space, Street / Lot",Asphalt,Yes,Living Room,"Ceramic Tile, Parquet, Wall-to wall Carpet","Insulated Windows, Screen Door(s)","City Sewer, City Water","Central Air, Electric Hot Air",Electric,2.08E+05,2007-07-09T00:00:00Z,7092007,2013-07-07T00:00:00Z,Queens Station
